81.4344,119.8214,122.9355,122.9355,136.2983,149.2854,157.2867,173.9829,187.4249,190.7635,218.249,218.5143,218.5143,239.5249,254.2364
84.7,114,129,155,173,179,193,205,219,228,239,264,,,
