0.000000E+00,1.073095E-13,0.000000E+00
3.432591E-01,-1.791909E-10,1.049242E-14
6.865182E-01,-7.170876E-10,8.393982E-14
1.029777E+00,-1.613589E-09,2.832997E-13
1.373036E+00,-2.868705E-09,6.715339E-13
1.716295E+00,-4.482450E-09,1.311612E-12
2.059555E+00,-6.454842E-09,2.266513E-12
2.402814E+00,-8.785906E-09,3.599228E-12
2.746073E+00,-1.147566E-08,5.372760E-12
3.089332E+00,-1.452415E-08,7.650136E-12
3.432591E+00,-1.793140E-08,1.049439E-11
3.775850E+00,-2.169745E-08,1.396860E-11
4.119109E+00,-2.582234E-08,1.813583E-11
4.462368E+00,-3.030611E-08,2.305920E-11
4.805627E+00,-3.514884E-08,2.880187E-11
5.148887E+00,-4.035057E-08,3.542699E-11
5.492146E+00,-4.591133E-08,4.299777E-11
5.835404E+00,-5.183123E-08,5.157747E-11
6.178664E+00,-5.811031E-08,6.122934E-11
6.521923E+00,-6.474864E-08,7.201673E-11
6.865182E+00,-7.174631E-08,8.400301E-11
7.208441E+00,-7.910339E-08,9.725155E-11
7.551700E+00,-8.681998E-08,1.118259E-10
7.894959E+00,-9.489614E-08,1.277894E-10
8.238218E+00,-1.033320E-07,1.452058E-10
8.581477E+00,-1.121276E-07,1.641385E-10
8.924736E+00,-1.212831E-07,1.846514E-10
9.267996E+00,-1.307986E-07,2.068082E-10
9.611255E+00,-1.406741E-07,2.306726E-10
9.954514E+00,-1.509098E-07,2.563084E-10
1.029777E+01,-1.615059E-07,2.837798E-10
1.064103E+01,-1.724624E-07,3.131505E-10
1.098429E+01,-1.837795E-07,3.444847E-10
1.132755E+01,-1.954572E-07,3.778464E-10
1.167081E+01,-2.074958E-07,4.133003E-10
1.201407E+01,-2.198953E-07,4.509101E-10
1.235733E+01,-2.326559E-07,4.907407E-10
1.270059E+01,-2.457779E-07,5.328562E-10
1.304385E+01,-2.592611E-07,5.773213E-10
1.338710E+01,-2.731060E-07,6.242007E-10
1.373036E+01,-2.873125E-07,6.735590E-10
1.407362E+01,-3.018810E-07,7.254612E-10
1.441688E+01,-3.168114E-07,7.799720E-10
1.476014E+01,-3.321040E-07,8.371568E-10
1.510340E+01,-3.477591E-07,8.970804E-10
1.544666E+01,-3.637767E-07,9.598081E-10
1.578992E+01,-3.801571E-07,1.025405E-09
1.613318E+01,-3.969004E-07,1.093938E-09
1.647644E+01,-4.140068E-07,1.165470E-09
1.681970E+01,-4.314766E-07,1.240069E-09
1.716295E+01,-4.493097E-07,1.317800E-09
1.750621E+01,-4.675068E-07,1.398729E-09
1.784947E+01,-4.860676E-07,1.482921E-09
1.819273E+01,-5.049927E-07,1.570445E-09
1.853599E+01,-5.242822E-07,1.661364E-09
1.887925E+01,-5.439361E-07,1.755746E-09
1.922251E+01,-5.639549E-07,1.853658E-09
1.956577E+01,-5.843388E-07,1.955166E-09
1.990903E+01,-6.050879E-07,2.060337E-09
2.025229E+01,-6.262027E-07,2.169238E-09
2.059555E+01,-6.476831E-07,2.281936E-09
2.093880E+01,-6.695294E-07,2.398497E-09
2.128206E+01,-6.917421E-07,2.518992E-09
2.162532E+01,-7.143212E-07,2.643484E-09
2.196858E+01,-7.372670E-07,2.772043E-09
2.231184E+01,-7.605800E-07,2.904738E-09
2.265510E+01,-7.842602E-07,3.041636E-09
2.299836E+01,-8.083082E-07,3.182805E-09
2.334162E+01,-8.327239E-07,3.328314E-09
2.368488E+01,-8.575078E-07,3.478231E-09
2.402814E+01,-8.826599E-07,3.632624E-09
2.437140E+01,-9.081807E-07,3.791561E-09
2.471465E+01,-9.340707E-07,3.955115E-09
2.505791E+01,-9.603301E-07,4.123353E-09
2.540117E+01,-9.869589E-07,4.296342E-09
2.574443E+01,-1.013958E-06,4.474157E-09
2.608769E+01,-1.041327E-06,4.656861E-09
2.643095E+01,-1.069066E-06,4.844530E-09
2.677421E+01,-1.097177E-06,5.037231E-09
2.711747E+01,-1.125658E-06,5.235033E-09
2.746073E+01,-1.154511E-06,5.438013E-09
2.780399E+01,-1.183736E-06,5.646237E-09
2.814725E+01,-1.213333E-06,5.859773E-09
2.849051E+01,-1.243303E-06,6.078696E-09
2.883376E+01,-1.273645E-06,6.303078E-09
2.917702E+01,-1.304361E-06,6.532990E-09
2.952028E+01,-1.335450E-06,6.768504E-09
2.986354E+01,-1.366913E-06,7.009690E-09
