0.000000E+00,1.000000E+00,0.000000E+00
3.432591E-01,1.000000E+00,-2.230728E-11
6.865182E-01,1.000002E+00,-1.784592E-10
1.029777E+00,1.000003E+00,-6.023056E-10
1.373036E+00,1.000006E+00,-1.427706E-09
1.716295E+00,1.000010E+00,-2.788537E-09
2.059555E+00,1.000014E+00,-4.818690E-09
2.402814E+00,1.000019E+00,-7.652091E-09
2.746073E+00,1.000024E+00,-1.142268E-08
3.089332E+00,1.000031E+00,-1.626446E-08
3.432591E+00,1.000038E+00,-2.231144E-08
3.775850E+00,1.000046E+00,-2.969771E-08
4.119109E+00,1.000055E+00,-3.855736E-08
4.462368E+00,1.000065E+00,-4.902460E-08
4.805627E+00,1.000075E+00,-6.123367E-08
5.148887E+00,1.000086E+00,-7.531886E-08
5.492146E+00,1.000098E+00,-9.141452E-08
5.835404E+00,1.000111E+00,-1.096551E-07
6.178664E+00,1.000124E+00,-1.301752E-07
6.521923E+00,1.000138E+00,-1.531094E-07
6.865182E+00,1.000153E+00,-1.785924E-07
7.208441E+00,1.000169E+00,-2.067590E-07
7.551700E+00,1.000185E+00,-2.377442E-07
7.894959E+00,1.000203E+00,-2.716828E-07
8.238218E+00,1.000221E+00,-3.087101E-07
8.581477E+00,1.000239E+00,-3.489613E-07
8.924736E+00,1.000259E+00,-3.925717E-07
9.267996E+00,1.000279E+00,-4.396770E-07
9.611255E+00,1.000300E+00,-4.904126E-07
9.954514E+00,1.000322E+00,-5.449141E-07
1.029777E+01,1.000345E+00,-6.033180E-07
1.064103E+01,1.000368E+00,-6.657596E-07
1.098429E+01,1.000392E+00,-7.323756E-07
1.132755E+01,1.000417E+00,-8.033020E-07
1.167081E+01,1.000443E+00,-8.786761E-07
1.201407E+01,1.000469E+00,-9.586334E-07
1.235733E+01,1.000497E+00,-1.043312E-06
1.270059E+01,1.000525E+00,-1.132848E-06
1.304385E+01,1.000553E+00,-1.227379E-06
1.338710E+01,1.000583E+00,-1.327042E-06
1.373036E+01,1.000613E+00,-1.431976E-06
1.407362E+01,1.000644E+00,-1.542317E-06
1.441688E+01,1.000676E+00,-1.658204E-06
1.476014E+01,1.000709E+00,-1.779775E-06
1.510340E+01,1.000742E+00,-1.907169E-06
1.544666E+01,1.000777E+00,-2.040523E-06
1.578992E+01,1.000811E+00,-2.179978E-06
1.613318E+01,1.000847E+00,-2.325672E-06
1.647644E+01,1.000884E+00,-2.477744E-06
1.681970E+01,1.000921E+00,-2.636335E-06
1.716295E+01,1.000959E+00,-2.801583E-06
1.750621E+01,1.000998E+00,-2.973629E-06
1.784947E+01,1.001038E+00,-3.152613E-06
1.819273E+01,1.001078E+00,-3.338678E-06
